"Got Your Love|Dirtyphonics,RIOT"
"Settle Down|Goodnight Moonshine,Roosevelt Dime,Molly Venter"
"What We Asked For|Goodnight Moonshine,Molly Venter,Roosevelt Dime"
"Bowie|Goodnight Moonshine,Molly Venter"
"We Need You|Goodnight Moonshine,Molly Venter"
"I Love You Goodbye|Goodnight Moonshine,Molly Venter"
"January Skies|Goodnight Moonshine,Molly Venter"
"Scientist|Goodnight Moonshine,Molly Venter"
"In The End|Goodnight Moonshine,Molly Venter"
"True North|Goodnight Moonshine,Molly Venter"
"Looking at Forever|Goodnight Moonshine,Molly Venter,Roosevelt Dime"
"Lost and Found|Goodnight Moonshine,Molly Venter"
"All Men Are Brothers|Goodnight Moonshine,Molly Venter"
"Where it Hurts|Goodnight Moonshine,Molly Venter"
"Keep the Spark|Goodnight Moonshine,Molly Venter,Roosevelt Dime"
"Piano Sonata in A Major, Op. 114: I. Andantino cantabile|Ferdinand Ries,Susan Kagan"
"Piano Sonata in A Major, Op. 114: II. Scherzo: Allegretto|Ferdinand Ries,Susan Kagan"
"Piano Sonata in A Major, Op. 114: III. Allegro quasi presto|Ferdinand Ries,Susan Kagan"
"Piano Sonata in A-Flat Major, Op. 176: I. Allegro non troppo|Ferdinand Ries,Susan Kagan"
"Piano Sonata in A-Flat Major, Op. 176: II. Larghetto quasi andante|Ferdinand Ries,Susan Kagan"
"Piano Sonata in A-Flat Major, Op. 176: III. Scherzo: Allegretto|Ferdinand Ries,Susan Kagan"
"Piano Sonata in A-Flat Major, Op. 176: IV. Finale: Allegro|Ferdinand Ries,Susan Kagan"
"Piano Sonata in B Minor, WoO 11: I. Largo molto et appassionato|Ferdinand Ries,Susan Kagan"
"Piano Sonata in B Minor, WoO 11: II. Adagio|Ferdinand Ries,Susan Kagan"
"Piano Sonata in B Minor, WoO 11: III. Allegro agitato|Ferdinand Ries,Susan Kagan"
"Piano Sonata in C Major, Op. 9, No. 2: I. Andantino|Ferdinand Ries,Susan Kagan"
"Piano Sonata in C Major, Op. 9, No. 2: II. Allegro molto vivace|Ferdinand Ries,Susan Kagan"
"Piano Sonata in C Major, Op. 9, No. 2: III. Adagio con moto|Ferdinand Ries,Susan Kagan"
"Piano Sonata in C Major, Op. 9, No. 2: IV. Allegro|Ferdinand Ries,Susan Kagan"
"Piano Sonata in F-Sharp Minor, Op. 26, ""L'infortunee"": I. Adagio con espressione - Allegro molto agitato|Ferdinand Ries,Susan Kagan"
"Piano Sonata in F-Sharp Minor, Op. 26, ""L'infortunee"": II. Andante|Ferdinand Ries,Susan Kagan"
"Piano Sonata in F-Sharp Minor, Op. 26, ""L'infortunee"": III. Presto|Ferdinand Ries,Susan Kagan"
"The Dream, Op. 49|Ferdinand Ries,Susan Kagan"
"Sonata for Piano 4 Hands in C Major, Op. 6, ""Sonatina"": I. Allegretto|Ferdinand Ries,Susan Kagan,Vassily Primakov"
"Sonata for Piano 4 Hands in C Major, Op. 6, ""Sonatina"": II. Marche|Ferdinand Ries,Susan Kagan,Vassily Primakov"
"Sonata for Piano 4 Hands in C Major, Op. 6, ""Sonatina"": III. Andante|Ferdinand Ries,Susan Kagan,Vassily Primakov"
"Sonata for Piano 4 Hands in C Major, Op. 6, ""Sonatina"": IV. Rondino: Allegretto|Ferdinand Ries,Susan Kagan,Vassily Primakov"
"Sonata for Piano 4 Hands in B-Flat Major, Op. 47: I. Allegro moderato|Ferdinand Ries,Susan Kagan,Vassily Primakov"
"Sonata for Piano 4 Hands in B-Flat Major, Op. 47: II. Larghetto cantabile|Ferdinand Ries,Susan Kagan,Vassily Primakov"
"Sonata for Piano 4 Hands in B-Flat Major, Op. 47: III. Rondo: Allegretto|Ferdinand Ries,Susan Kagan,Vassily Primakov"
"Sonata for Piano 4 Hands in A Major, Op. 160: I. Allegro con spirito|Ferdinand Ries,Susan Kagan,Vassily Primakov"
"Sonata for Piano 4 Hands in A Major, Op. 160: II. Adagio con espressione|Ferdinand Ries,Susan Kagan,Vassily Primakov"
"Sonata for Piano 4 Hands in A Major, Op. 160: III. Finale: Allegro|Ferdinand Ries,Susan Kagan,Vassily Primakov"
"Piano Sonata in D Major, Op. 9, No. 1: I. Allegro|Ferdinand Ries,Susan Kagan"
"Piano Sonata in D Major, Op. 9, No. 1: II. Tempo di menuetto ma molto moderato|Ferdinand Ries,Susan Kagan"
"Piano Sonata in D Major, Op. 9, No. 1: III. Theme con variazioni: Allegretto|Ferdinand Ries,Susan Kagan"
"Piano Sonata in A-Flat Major, Op. 141: I. Allegro|Ferdinand Ries,Susan Kagan"
"Piano Sonata in A-Flat Major, Op. 141: II. Adagio con moto|Ferdinand Ries,Susan Kagan"
"Piano Sonata in A-Flat Major, Op. 141: III. Allegro|Ferdinand Ries,Susan Kagan"
"Variations on La sentinelle, Op. 105, No. 1|Ferdinand Ries,Michael Tsalka"
"The Dream, Op. 49|Ferdinand Ries,Michael Tsalka"
"Variations on The old highland laddie, Op. 105, No. 2|Ferdinand Ries,Michael Tsalka"
"Fantasy on Schiller's Resignation, Op. 109|Ferdinand Ries,Michael Tsalka"
"Variations on a Cossack dance, Op. 40, No. 1|Ferdinand Ries,Michael Tsalka"
"Rondo alla zingaresca, Op. 184|Ferdinand Ries,Michael Tsalka"
"Piano Concerto No. 5 in D Major, Op. 120, ""Pastoral"": I. Allegro|Ferdinand Ries,Christopher Hinterhuber,Bournemouth Symphony Orchestra,Uwe Grodd"
"Piano Concerto No. 5 in D Major, Op. 120, ""Pastoral"": II. Andantino|Ferdinand Ries,Christopher Hinterhuber,Bournemouth Symphony Orchestra,Uwe Grodd"
"Piano Concerto No. 5 in D Major, Op. 120, ""Pastoral"": III. Allegro|Ferdinand Ries,Christopher Hinterhuber,Bournemouth Symphony Orchestra,Uwe Grodd"
"Piano Concerto No. 4 in C Minor, Op. 115: I. Allegro|Ferdinand Ries,Christopher Hinterhuber,Bournemouth Symphony Orchestra,Uwe Grodd"
"Piano Concerto No. 4 in C Minor, Op. 115: II. Molto adagio|Ferdinand Ries,Christopher Hinterhuber,Bournemouth Symphony Orchestra,Uwe Grodd"
"Piano Concerto No. 4 in C Minor, Op. 115: III. Allegretto|Ferdinand Ries,Christopher Hinterhuber,Bournemouth Symphony Orchestra,Uwe Grodd"
"Introduction and Rondeau Brilliant, WoO 54|Ferdinand Ries,Christopher Hinterhuber,Bournemouth Symphony Orchestra,Uwe Grodd"
"Piano Concerto No. 2 in E-Flat Major, Op. 42: I. Allegro con brio|Ferdinand Ries,Christopher Hinterhuber,New Zealand Symphony Orchestra,Uwe Grodd"
"Piano Concerto No. 2 in E-Flat Major, Op. 42: II. Larghetto|Ferdinand Ries,Christopher Hinterhuber,New Zealand Symphony Orchestra,Uwe Grodd"
"Piano Concerto No. 2 in E-Flat Major, Op. 42: III. Rondo: Allegro non troppo|Ferdinand Ries,Christopher Hinterhuber,New Zealand Symphony Orchestra,Uwe Grodd"
"Introduction et Rondeau brillant, Op. 144|Ferdinand Ries,Christopher Hinterhuber,New Zealand Symphony Orchestra,Uwe Grodd"
"Piano Concerto No. 9 in G Minor, Op. 177: I. Allegro con brio|Ferdinand Ries,Christopher Hinterhuber,New Zealand Symphony Orchestra,Uwe Grodd"
"Piano Concerto No. 9 in G Minor, Op. 177: II. Larghetto con moto|Ferdinand Ries,Christopher Hinterhuber,New Zealand Symphony Orchestra,Uwe Grodd"
"Piano Concerto No. 9 in G Minor, Op. 177: III. Rondo: Allegretto|Ferdinand Ries,Christopher Hinterhuber,New Zealand Symphony Orchestra,Uwe Grodd"
"Donde Estas|Ranking Stone,Juno ""The Hitmaker"""
"Infiel|Ranking Stone,Virus y Shorty"
"Carril|Ranking Stone,Jomar,Keesha"
"Bailoteo|Ranking Stone,Cheka,Trebol Clan"
"Isang Tingin (""Fangirl Fanboy"" Movie Theme Song)|Ella Cruz,Julian Trono"
"Tumalon|Ella Cruz,Julian Trono"
"Tumalon|Ella Cruz,Julian Trono"
"The Introduction|T-Rock,JP"
"Dollaz Stackin'|T-Rock,JP"
"A Good Day (Hungover)|T-Rock,JP"
"Flatline|T-Rock,JP"
"My Own Lane|T-Rock,JP"
"Mask & Sawed Off|T-Rock,JP"
"Solidified (feat. Blac Bandit)|T-Rock,JP,Blac Bandit"
"I Love My Life|T-Rock,JP"
"We Got 9's|T-Rock,JP"
"Confessions|T-Rock,JP"
"Outro|T-Rock,JP"
"War Love (Feat. II Tone)|Tha Club House Click, Koopsta Knicca & Lord Infamous"
"Church and State|Matt Cappy,Chill Moody"
"Amazing Grace|Matt Cappy,Marsha Ambrosius"
"Nessun Dorma|Matt Cappy,Stephen Costello"
"Die Braut von Messina, Op. 162|Ferdinand Ries,WDR Sinfonieorchester Köln,Howard Griffiths"
"Don Carlos, Op. 94|Ferdinand Ries,WDR Sinfonieorchester Köln,Howard Griffiths"
"Ouverture militaire, Op. 172: Große Festouvertüre|Ferdinand Ries,WDR Sinfonieorchester Köln,Howard Griffiths"
"Ouverture militaire, Op. 172: Siegesmarsch|Ferdinand Ries,WDR Sinfonieorchester Köln,Howard Griffiths"
"Ouverture bardique, WoO 24|Ferdinand Ries,WDR Sinfonieorchester Köln,Howard Griffiths"
"L'apparition, WoO 61|Ferdinand Ries,WDR Sinfonieorchester Köln,Howard Griffiths"
"Violin Sonata in F Major, Op. 8 No. 1: I. Allegro ma non troppo|Ferdinand Ries,Ariadne Daskalakis,Wolfgang Brunner"
"Violin Sonata in F Major, Op. 8 No. 1: II. Allegretto vivace|Ferdinand Ries,Ariadne Daskalakis,Wolfgang Brunner"
"Violin Sonata in F Major, Op. 8 No. 1: III. Larghetto|Ferdinand Ries,Ariadne Daskalakis,Wolfgang Brunner"
"Violin Sonata in F Major, Op. 8 No. 1: IV. Rondo: Allegretto quasi allegro|Ferdinand Ries,Ariadne Daskalakis,Wolfgang Brunner"
"Violin Sonata in C-Sharp Minor, Op. 71: I. Allegro con brio|Ferdinand Ries,Ariadne Daskalakis,Wolfgang Brunner"
"Violin Sonata in C-Sharp Minor, Op. 71: II. Adagio|Ferdinand Ries,Ariadne Daskalakis,Wolfgang Brunner"
"Violin Sonata in C-Sharp Minor, Op. 71: III. Allegro agitato|Ferdinand Ries,Ariadne Daskalakis,Wolfgang Brunner"
"Violin Sonata in B-Flat Major, Op. 16 No. 2: I. Allegro|Ferdinand Ries,Ariadne Daskalakis,Wolfgang Brunner"
"Violin Sonata in B-Flat Major, Op. 16 No. 2: II. Larghetto|Ferdinand Ries,Ariadne Daskalakis,Wolfgang Brunner"
"Violin Sonata in B-Flat Major, Op. 16 No. 2: III. Polonaise|Ferdinand Ries,Ariadne Daskalakis,Wolfgang Brunner"
"Flute Quartet in D Minor, WoO 35 No. 1: I. Allegro|Ferdinand Ries,Ardinghello Ensemble"
"Flute Quartet in D Minor, WoO 35 No. 1: II. Adagio con moto|Ferdinand Ries,Ardinghello Ensemble"
"Flute Quartet in D Minor, WoO 35 No. 1: III. Scherzo: Vivace|Ferdinand Ries,Ardinghello Ensemble"
"Flute Quartet in D Minor, WoO 35 No. 1: IV. Finale: Allegro molto|Ferdinand Ries,Ardinghello Ensemble"
"String Trio in E-Flat Major, WoO 70 No. 1: I. Allegro moderato|Ferdinand Ries,Ardinghello Ensemble"
"String Trio in E-Flat Major, WoO 70 No. 1: II. Menuetto - Allegro|Ferdinand Ries,Ardinghello Ensemble"
"String Trio in E-Flat Major, WoO 70 No. 1: III. Adagio cantabile|Ferdinand Ries,Ardinghello Ensemble"
"String Trio in E-Flat Major, WoO 70 No. 1: IV. Finale: Allegro|Ferdinand Ries,Ardinghello Ensemble"
"Flute Quartet in C Major, Op. 145 No. 1: I. Allegro con brio|Ferdinand Ries,Ardinghello Ensemble"
"Flute Quartet in C Major, Op. 145 No. 1: II. Larghetto cantabile|Ferdinand Ries,Ardinghello Ensemble"
"Flute Quartet in C Major, Op. 145 No. 1: III. Scherzo and Trio: Allegro vivace|Ferdinand Ries,Ardinghello Ensemble"
"Flute Quartet in C Major, Op. 145 No. 1: IV. Finale: Allegro all' espagnola|Ferdinand Ries,Ardinghello Ensemble"
"Die Rauberbraut, Op. 156: Overture|Ferdinand Ries,Cologne West German Radio Symphony Orchestra,Howard Griffiths"
"Die Rauberbraut, Op. 156: Act I: Introduction: Wilkommen zum Feste (Chorus, Anselmo, Gianettina, Graf)|Ferdinand Ries,Cologne West German Radio Symphony Orchestra,Christian Immler,Julia Borchert,Jochen Kupfer,Cologne West German Radio Chorus,Howard Griffiths"
"Die Rauberbraut, Op. 156: Act I: Duet: O Vater, nein! (Laura, Graf)|Ferdinand Ries,Ruth Ziesak,Cologne West German Radio Symphony Orchestra,Jochen Kupfer,Howard Griffiths"
"Die Rauberbraut, Op. 156: Act I: Aria: Er ist entfloh'n! (Roberto, Chorus)|Ferdinand Ries,Cologne West German Radio Symphony Orchestra,Yorck Felix Speer,Cologne West German Radio Chorus,Howard Griffiths"
"Die Rauberbraut, Op. 156: Act I: Recitative and Aria: Welche Qualen! (Laura)|Ferdinand Ries,Ruth Ziesak,Cologne West German Radio Symphony Orchestra,Howard Griffiths"
"Die Rauberbraut, Op. 156: Act I: Marcia|Ferdinand Ries,Cologne West German Radio Symphony Orchestra,Howard Griffiths"
"Die Rauberbraut, Op. 156: Act I: Duet: O Freund! (Fernando, Carlo, Chorus)|Ferdinand Ries,Cologne West German Radio Symphony Orchestra,Thomas Blondelle,Konstantin Wolff,Cologne West German Radio Chorus,Howard Griffiths"
"Die Rauberbraut, Op. 156: Act I: Finale: Auf! die Turel nicht gezaudert (Fernando, Carlo, Graf, Robert, Pietro, Laura, Gianettina, Anselmo, Chorus)|Ferdinand Ries,Thomas Blondelle,Cologne West German Radio Symphony Orchestra,Konstantin Wolff,Jochen Kupfer,Yorck Felix Speer,Dirk Schmitz,Ruth Ziesak,Julia Borchert,Christian Immler,Cologne West German Radio Chorus,Howard Griffiths"
"Die Rauberbraut, Op. 156: Act II: Introduction - Romance: Ach! dieses Hoffen (Laura)|Ferdinand Ries,Cologne West German Radio Symphony Orchestra,Ruth Ziesak,Howard Griffiths"
"Die Rauberbraut, Op. 156: Act II: Trio: Dem Mann von Ehr' und Pflicht (Fernando, Gianettina, Laura)|Ferdinand Ries,Thomas Blondelle,Cologne West German Radio Symphony Orchestra,Julia Borchert,Ruth Ziesak,Howard Griffiths"
"Die Rauberbraut, Op. 156: Act II: Recitative and Aria: War's maglich? (Fernando)|Ferdinand Ries,Cologne West German Radio Symphony Orchestra,Thomas Blondelle,Howard Griffiths"
"Die Rauberbraut, Op. 156: Act II: Scene: Dein Stundlein hat geschlagen (Robert, Chorus, Laura, Fernando)|Ferdinand Ries,Yorck Felix Speer,Cologne West German Radio Symphony Orchestra,Ruth Ziesak,Thomas Blondelle,Cologne West German Radio Chorus,Howard Griffiths"
"Die Rauberbraut, Op. 156: Act II: Finale: Fernando gefangen? (Laura, Graf, Roberto, Fernando, Gianettina, Anselmo, Chorus)|Ferdinand Ries,Cologne West German Radio Symphony Orchestra,Ruth Ziesak,Jochen Kupfer,Yorck Felix Speer,Julia Borchert,Christian Immler,Howard Griffiths"
"Die Rauberbraut, Op. 156: Act III: Introduction|Ferdinand Ries,Cologne West German Radio Symphony Orchestra,Howard Griffiths"
"Die Rauberbraut, Op. 156: Act III: Rauberlied: Frohlich, ohen Furcht und Beben (Chorus)|Ferdinand Ries,Cologne West German Radio Symphony Orchestra,Cologne West German Radio Chorus,Howard Griffiths"
"Die Rauberbraut, Op. 156: Act III: Duet: Hie ist's! (Fernando, Laura)|Ferdinand Ries,Cologne West German Radio Symphony Orchestra,Thomas Blondelle,Ruth Ziesak,Howard Griffiths"
"Die Rauberbraut, Op. 156: Act III: Finale: Entsetzliches Beginnen! (Laura, Roberto, Fernando, Chorus, Graf, Gianettina, Anselmo, Carlo)|Ferdinand Ries,Ruth Ziesak,Cologne West German Radio Symphony Orchestra,Yorck Felix Speer,Thomas Blondelle,Jochen Kupfer,Julia Borchert,Christian Immler,Cologne West German Radio Chorus,Howard Griffiths"
"Die Rauberbraut, Op. 156: Dance: Allegro (appendix)|Ferdinand Ries,Cologne West German Radio Symphony Orchestra,Howard Griffiths"
"Die Rauberbraut, Op. 156: Pas de trois: Bolero (appendix)|Ferdinand Ries,Cologne West German Radio Symphony Orchestra,Howard Griffiths"
"Die Rauberbraut, Op. 156: Larghetto con moto (appendix)|Ferdinand Ries,Cologne West German Radio Symphony Orchestra,Howard Griffiths"
"Die Rauberbraut, Op. 156: Allegretto (appendix)|Ferdinand Ries,Cologne West German Radio Symphony Orchestra,Howard Griffiths"
"Die Rauberbraut, Op. 156: Allegro con fuoco (appendix)|Ferdinand Ries,Cologne West German Radio Symphony Orchestra,Howard Griffiths"
"Die Rauberbraut, Op. 156: Tarantelle: Vivace (appendix)|Ferdinand Ries,Cologne West German Radio Symphony Orchestra,Howard Griffiths"
"Wander To Hell - Locked Groove Remix|Vaal,Locked Groove"
"Wander To Hell - Baikal Remix|Vaal,Baikal"
"Huwag Ka Lang Mawawala|Aiza Seguerra,Ogie Alcasid"
"Run This Way|Jesse B Dawg,Dikulz"
"No Tuve la Culpa|Arthur Hanlon,ChocQuibTown"
"Nocturne No. 1 in B-Flat Major, WoO 50: I. Introduzione: Maestoso - Tempo di marcha moderato|Ferdinand Ries,Schweizer Blaserensemble"
"Nocturne No. 1 in B-Flat Major, WoO 50: II. Larghetto con moto|Ferdinand Ries,Schweizer Blaserensemble"
"Nocturne No. 1 in B-Flat Major, WoO 50: III. Introduzione grave - Allegro scherzo - Trio: poco meno vivace|Ferdinand Ries,Schweizer Blaserensemble"
"Nocturne No. 1 in B-Flat Major, WoO 50: IV. Andante con variazioni|Ferdinand Ries,Schweizer Blaserensemble"
"Nocturne No. 1 in B-Flat Major, WoO 50: V. Finale: Allegro vivace|Ferdinand Ries,Schweizer Blaserensemble"
"Nocturne No. 2 in E-Flat Major, WoO 60: I. Allegro|Ferdinand Ries,Schweizer Blaserensemble"
"Nocturne No. 2 in E-Flat Major, WoO 60: II. Larghetto con moto|Ferdinand Ries,Schweizer Blaserensemble"
"Nocturne No. 2 in E-Flat Major, WoO 60: III. Menuetto: Moderato - Trio: Scherzando|Ferdinand Ries,Schweizer Blaserensemble"
"Nocturne No. 2 in E-Flat Major, WoO 60: IV. Rondeau: Allegro moderato|Ferdinand Ries,Schweizer Blaserensemble"
"Serenade No. 10 in B-Flat Major, K. 361, ""Gran Partita"": I. Largo - Allegro molto|Wolfgang Amadeus Mozart,Schweizer Blaserensemble"
"Serenade No. 10 in B-Flat Major, K. 361, ""Gran Partita"": II. Menuetto|Wolfgang Amadeus Mozart,Schweizer Blaserensemble"
"Serenade No. 10 in B-Flat Major, K. 361, ""Gran Partita"": III. Adagio|Wolfgang Amadeus Mozart,Schweizer Blaserensemble"
"Serenade No. 10 in B-Flat Major, K. 361, ""Gran Partita"": IV. Rondo|Wolfgang Amadeus Mozart,Schweizer Blaserensemble"
"Quem vidistis, pastores|Tomás Luis de Victoria,Nordic Voices"
"Ardens est cor meum|Tomás Luis de Victoria,Nordic Voices"
"Congratulamini mihi|Tomás Luis de Victoria,Nordic Voices"
"Vexilla regis ""More hispano""|Tomás Luis de Victoria,Nordic Voices"
"Tu es Petrus|Tomás Luis de Victoria,Nordic Voices"
"Vidi speciosam|Tomás Luis de Victoria,Nordic Voices"
"Nigra sum sed formosa|Tomás Luis de Victoria,Nordic Voices"
"Salve regina|Tomás Luis de Victoria,Nordic Voices"
"Benedicta sit Sancta Trinitas|Tomás Luis de Victoria,Nordic Voices"
"O Domine Jesu Christe|Tomás Luis de Victoria,Nordic Voices"
"Vadam et circuibo civitatem|Tomás Luis de Victoria,Nordic Voices"
"Light Source|Elegy,Suduaya"
"Who's There - Smoke Sign, Solarix remix|Smoke Sign,Funky Dragon,Solarix"
"Liberation - Flegma edit|Ovnimoon,Flegma"
"The Flow|Electronic Grind,LuneCell"
"Offbeat Heartbeat - AuraFood Remix|Aurafood,PsiloCybian"
"Raveheart - Smoke Sign remix|Smoke Sign,Flowjob"
"Reanimation - Side Winder RMX|Side Winder,Zyce,Flegma"
"Sonic Future|Mind Paradise,Low Gravity"
"Native Wisdom - Evenflow Remix|Liquid Sound,Pulsar"
"Scars Left By Time (From ""Chrono Cross"")|Dale North,Ailsean"
"To Good Friends (From ""Chrono Trigger"")|Dale North,Tim Sheehy"
"High|Raz Fresco,THE 6TH LETTER"
"Stay Above Water|Raz Fresco,Mama Fresco"
"Ring the Alarm|AC Slater,Sinden,Young Lyxx"
"Dealer|AC Slater,Tchami,Rome Fortune"
"Another You|AC Slater,Kaleena Zanders"
"Misfits|AC Slater,Hervé,Purple Velvet Curtains"
"Taking Off|AC Slater,Shoffy"
"Dope Slinger|AC Slater,Chris Lorenzo"
"Come Back|AC Slater,Shift K3Y"
"Jaws|AC Slater,Acid Mouth"
"All About Paper|AC Slater,Bassboy,Scrufizzer"
"Big Riddim|AC Slater,Jamakabi"
"Dust|CZARFACE,Psycho Les"
"Machine, Man & Monster|CZARFACE,Conway"
"Tarantulas|CZARFACE,Blacastan"
"Steranko|CZARFACE,Meyhem Lauren,Rast"
"About U|Aiobahn,Vin"
"Black Is Beautiful (Melanin)|Shelby A.,D.Houston"
"Coffee and Wine Alternative (HushMix) [feat. The Hush Brothers]|Jinkx Monsoon,The Hush Brothers"
"Hold on JMX (GlitterMix) [feat. Jean Morisson]|Jinkx Monsoon,Jean Morisson"
"A Song to Come Home To (IAmMisterD Anthem Mix) [feat. IAmMisterD]|Jinkx Monsoon,IAmMisterD"
"The Bacon Shake (IAmMisterD DiscoTasticMix) [feat. IAmMisterD]|Jinkx Monsoon,IAmMisterD"
"Creep Alternative (HushMix) [feat. The Hush Brothers]|Jinkx Monsoon,The Hush Brothers"
"Falling in Love Again (D7D Sunrise Mix) [feat. Docile & The 7th Dream]|Jinkx Monsoon,Docile & The 7th Dream"
"Richter|Mega Ran,The Ranger$"
"Chasing Fate|Mega Ran,The Ranger$"
"Sweet Sorrow|Mega Ran,The Ranger$"
"Ewan|Sharon Cuneta,Louie Ocampo"
"The Bacon Shake (feat. Fred Schneider)|Jinkx Monsoon,Fred Schneider"
"Paraform|Paratech,Waveform"
"Distant Galaxies|Existence,Braincell"
"Abstract Landscapes|Pragmatix,Braincell"
"Space Voyager|Existence,Braincell"
"Lucky Charms|Reptilian Renegades,Jukap"
"Friendzone|Faydee,Demarco"
"American Dollar Bill - Keep Facing Sideways, You're Too Hideous To Look At Face On|Sumac,Keiji Haino"
"What Have I Done? (I Was Reeling In Something White And I Became Able To Do Anything I Made A Hole Imprisoned Time Within It Created Friction Stopped Listening To Warnings Ceased Fixing My Errors Made The Impossible Possible? Turned Sadness Into Joy) Pt.|Sumac,Keiji Haino"
"I'm Over 137% A Love Junkie And Still It's Not Enough Pt. 1|Sumac,Keiji Haino"
"I'm Over 137% A Love Junkie And Still It's Not Enough Pt. 2|Sumac,Keiji Haino"
"What Have I Done? (I Was Reeling In Something White And I Became Able To Do Anything I Made A Hole Imprisoned Time Within It Created Friction Stopped Listening To Warnings Ceased Fixing My Errors Made The Impossible Possible? Turned Sadness Into Joy) Pt.|Sumac,Keiji Haino"
"Nobody|Faydee,Kat Deluna,Leftside"
"Remember Now|Goodnight, Sunrise"
"Beautiful Day (feat. Rachel Roberts)|Sian,Rachel Roberts"
"Higher (feat. Lil Eddie)|Yellow Claw,Lil Eddie"
"For The Thrill (feat. Becky G)|Yellow Claw,Becky G"
"Nightmare (feat. Pusha T & Barrington Levy)|Yellow Claw,Barrington Levy,Pusha T"
"In My Room (feat. Ty Dolla $ign & Tyga)|Yellow Claw,Mustard,Ty Dolla $ign,Tyga"
